"country","year","unem","infl","gdp","uneml","infll","gdpl","trade","capmob","oild","corp","leftlab","demand","countryname"
260,1990,6.2089887,2.7,4.7,6.843749,2.8,3.2,64.47238,0,0.017939,3.64393,1.386555,154.73372,"Germany"
305,1966,1.7,2.2,5.6429987,1.9,5.7,2.8579783,50.82818,2,0.001309,4.819461,2.7594934,274.47217,"Austria"
305,1967,1.8,4,3.0076866,1.7,2.2,5.6429987,51.53986,2,0.001283,4.819816,2.7594934,190.69748,"Austria"
305,1968,2,2.8,4.5,1.8,4,3.0076866,50.87713,2,0.001652,4.7990103,2.7594934,289.99963,"Austria"
305,1969,1.8,3.1,6.3,2,2.8,4.5,51.62636,2,0.001692,4.8018236,2.7594934,273.61972,"Austria"
305,1970,1.4,3.8,7.1,1.8,3.1,6.3,55.52404,2,0.001995,4.8060894,3.570835,188.78174,"Austria"
305,1971,1.2,4.7,5.1,1.4,3.8,7.1,61.16313,2,0.002694,4.808448,3.5576448,232.41989,"Austria"
305,1972,1,6.3,6.2,1.2,4.7,5.1,60.62628,2,0.002948,4.8096476,3.5576448,321.3193,"Austria"
305,1973,1,7.6,4.9,1,6.3,6.2,60.49547,3,0.004379,4.717182,3.5576448,362.9728,"Austria"
305,1974,1.1,9.5,3.9,1,7.6,4.9,60.68523,1,0.013676,4.7208176,3.5576448,48.548183,"Austria"
305,1975,1.7,8.4,-0.4,1.1,9.5,3.9,66.36381,1,0.014145,4.7305665,3.5576448,-19.909143,"Austria"
305,1976,1.7,7.3,4.6,1.7,8.4,-0.4,63.06676,1,0.016952,4.7356563,3.5576448,315.3338,"Austria"
305,1977,1.5,5.5,4.4,1.7,7.3,4.6,66.72645,1,0.016673,4.743346,3.5576448,240.21521,"Austria"
305,1978,1.8,3.6,0.5,1.5,5.5,4.4,67.23354,1,0.018748,4.6489506,3.5576448,275.65753,"Austria"
305,1979,1.7,3.7,4.7,1.8,3.6,0.5,66.62471,1,0.026658,4.6479278,3.5670662,213.19908,"Austria"
305,1980,1.6,6.4,3,1.7,3.7,4.7,71.77694,1,0.043051,4.6637583,3.5670662,86.13233,"Austria"
305,1981,2.1,6.8,-0.1,1.6,6.4,3,75.59992,1,0.042511,4.6663647,3.5670662,128.51987,"Austria"
305,1982,3.1,5.4,1.2,2.1,6.8,-0.1,77.91716,1,0.037828,4.6621943,3.5670662,-23.375149,"Austria"
305,1983,3.8,3.3,2.1,3.1,5.4,1.2,74.13298,1,0.030942,4.5006723,3.145379,200.15906,"Austria"
305,1984,3.8,5.6,2,3.8,3.3,2.1,73.28623,1,0.032851,4.48409,3.145379,344.44528,"Austria"
305,1985,3.6,3.2,2.5,3.8,5.6,2,77.68645,1,0.029363,4.481929,3.145379,271.90256,"Austria"
305,1986,3.1,1.7,1.1,3.6,3.2,2.5,80.93437,1,0.013275,4.4755216,3.064354,242.80312,"Austria"
305,1987,3.8,1.4,1.9,3.1,1.7,1.1,72.72447,1,0.019808,4.472705,3.064354,247.26321,"Austria"
305,1988,3.6,2,4.2,3.8,1.4,1.9,70.36277,1,0.013674,4.38673,3.064354,316.63248,"Austria"
305,1989,3.1304348,2.6,3.7,3.6,2,4.2,74.42189,1,0.013674,4.3858366,3.064354,245.59224,"Austria"
305,1990,3.2331254,3.3,4.9,3.1304348,2.6,3.7,79.47293,1,0.013674,4.3539653,3.0405025,190.73505,"Austria"
325,1966,5.9,2.3,5.98493,5.4,4.4,3.267884,26.93998,1,0.003653,3.1090078,2.7446918,145.47589,"Italy"
325,1967,5.4,3.7,7.1776257,5.9,2.3,5.98493,28.23712,1,0.003688,3.101926,2.7446918,104.47734,"Italy"
325,1968,5.7,1.4,6.5,5.4,3.7,7.1776257,28.7611,1,0.003811,3.1052825,2.5818481,163.93826,"Italy"
325,1969,5.7,2.6,6.1,5.7,1.4,6.5,29.41873,1,0.003937,3.1650093,2.4617734,155.91928,"Italy"
325,1970,5.4,5,5.3,5.7,2.6,6.1,31.44462,1,0.004224,3.1878505,2.62427,106.91171,"Italy"
325,1971,5.4,4.8,1.6,5.4,5,5.3,32.473,1,0.005337,3.2367964,2.6213937,123.3974,"Italy"
325,1972,6.4,5.7,3.2,5.4,4.8,1.6,32.66676,1,0.005809,3.2726996,2.3562524,173.13383,"Italy"
325,1973,6.4,10.8,7,6.4,5.7,3.2,34.19679,1,0.007928,3.2946696,2.5050876,205.18073,"Italy"
325,1974,5.4,19.1,4.1,6.4,10.8,7,37.14928,1,0.026072,3.316652,2.4389386,29.719425,"Italy"
325,1975,5.9,17,-3.6,5.4,19.1,4.1,46.89348,2,0.02528,3.31728,2.3562524,-14.068044,"Italy"
325,1976,6.7,16.8,5.9,5.9,17,-3.6,43.18141,1,0.027571,3.3375123,2.663394,215.90706,"Italy"
325,1977,7.2,17,1.9,6.7,16.8,5.9,48.34128,2,0.028347,3.3692005,2.663394,174.02861,"Italy"
325,1978,7.2,12.1,2.7,7.2,17,1.9,48.47882,1,0.027809,3.3236945,2.663394,198.76315,"Italy"
325,1979,7.7,14.8,4.9,7.2,12.1,2.7,47.99013,1,0.037706,3.3268416,2.663394,153.56842,"Italy"
325,1980,7.6,21.2,3.9,7.7,14.8,4.9,51.30311,1,0.058502,3.273015,2.8575268,61.563732,"Italy"
325,1981,8.4,17.8,0.2,7.6,21.2,3.9,50.45122,1,0.062218,3.277284,2.8431466,85.76708,"Italy"
325,1982,9.1,16.5,-0.5,8.4,17.8,0.2,46.008,2,0.061318,3.2551677,2.8431466,-13.802401,"Italy"
325,1983,9.9,14.6,-0.2,9.1,16.5,-0.5,44.53123,1,0.048687,3.0378335,2.7869399,120.23433,"Italy"
325,1984,10.1,10.8,2.8,9.9,14.6,-0.2,41.13525,0,0.049065,3.014262,2.7732787,193.33566,"Italy"
325,1985,10.1,9.2,2.6,10.1,10.8,2.8,43.64893,0,0.043212,3.081551,2.7732787,152.77126,"Italy"
325,1986,11.1,5.9,2.5,10.1,9.2,2.6,43.84961,0,0.017962,3.0521665,2.7732787,131.54883,"Italy"
325,1987,12,4.7,3,11.1,5.9,2.5,37.01633,1,0.027421,3.0469406,2.7604852,125.85553,"Italy"
325,1988,12,5,3.9,12,4.7,3,36.8253,1,0.019516,2.9951744,2.8968244,165.71384,"Italy"
325,1989,11.81151,6.3,3,12,5,3.9,38.83848,1,0.019516,2.9861825,2.9162378,128.16699,"Italy"
325,1990,10.789116,6.5,2,11.81151,6.3,3,38.649986,1,0.019516,2.9988554,2.9162378,92.75997,"Italy"
375,1966,1.5,3.6,2.3721416,1.4,5.1,5.303359,42.16415,3,0.00334,3.1854396,3.1881974,227.68642,"Finland"
375,1967,2.9,5.5,2.1688614,1.5,3.6,2.3721416,41.39525,3,0.003688,3.209284,3.1881974,153.16241,"Finland"
375,1968,3.8,9.2,2.5,2.9,5.5,2.1688614,40.35631,2,0.004088,3.2329152,3.157999,230.03098,"Finland"
375,1969,2.8,2.2,9.6,3.8,9.2,2.5,43.75069,2,0.004073,3.2484248,3.157999,231.87866,"Finland"
375,1970,1.9,2.8,7.9,2.8,2.2,9.6,47.38203,2,0.004769,3.4448743,2.660518,161.0989,"Finland"
375,1971,2.2,6.5,2.1,1.9,2.8,7.9,52.59821,2,0.005487,3.5405107,2.5886168,199.8732,"Finland"
375,1972,2.5,7.1,7.6,2.2,6.5,2.1,50.48052,2,0.005988,3.658837,2.9971638,267.54675,"Finland"
375,1973,2.3,10.7,6.7,2.5,7.1,7.6,50.74626,3,0.00802,3.862574,3.210933,304.47757,"Finland"
375,1974,1.7,16.9,3,2.3,10.7,6.7,51.49655,3,0.027633,3.99548,3.210933,41.197243,"Finland"
375,1975,2.2,17.9,1.2,1.7,16.9,3,58.73077,3,0.027404,3.9383094,2.8591137,-17.619232,"Finland"
375,1976,3.8,14.4,0.3,2.2,17.9,1.2,53.37948,4,0.030567,4.0175867,2.4636579,266.8974,"Finland"
375,1977,5.8,12.6,0.2,3.8,14.4,0.3,52.09085,3,0.032765,4.057783,2.823163,187.52705,"Finland"
375,1978,7.2,7.8,2.6,5.8,12.6,0.2,55.15342,3,0.029113,3.8955798,2.823163,226.12901,"Finland"
375,1979,5.9,7.5,7.4,7.2,7.8,2.6,55.9532,3,0.046224,3.9285436,2.6347327,179.05025,"Finland"
375,1980,4.6,11.6,5.6,5.9,7.5,7.4,61.35039,3,0.068688,3.8950934,2.6347327,73.620476,"Finland"
375,1981,5.1,12,1.8,4.6,11.6,5.6,66.6819,3,0.064404,3.9512527,2.6347327,113.35923,"Finland"
375,1982,5.4,9.6,3,5.1,12,1.8,65.71604,3,0.057407,3.9661841,2.6347327,-19.714813,"Finland"
375,1983,5.4,8.3,2.9,5.4,9.6,3,61.49152,3,0.049933,3.7305102,2.6950305,166.0271,"Finland"
375,1984,5.2,7.1,3,5.4,8.3,2.9,60.64693,3,0.042008,3.763035,2.6950305,285.04056,"Finland"
375,1985,5,5.9,3.3,5.2,7.1,3,58.25233,2,0.044198,3.7562525,2.6950305,203.88316,"Finland"
375,1986,5.4,2.9,2.1,5,5.9,3.3,57.31776,2,0.019862,3.7721677,2.6950305,171.95328,"Finland"
375,1987,5.1,4.1,4,5.4,2.9,2.1,51.93765,3,0.030247,3.7961078,2.238781,176.58801,"Finland"
375,1988,4.6,5.1,5.2,5.1,4.1,4,50.27617,3,0.01832,3.6992102,2.238781,226.24277,"Finland"
375,1989,3.445606,6.6,5.4,4.6,5.1,5.2,49.78667,3,0.01832,3.790362,2.238781,164.296,"Finland"
375,1990,3.5541196,6.1,0.4,3.445606,6.6,5.4,48.981815,3,0.01832,3.7395358,2.238781,117.55636,"Finland"
380,1966,1.4,6.4,2.0909698,1.1,6,3.8212667,44.78557,2,0.004483,4.0353675,3.4785042,241.84207,"Sweden"
380,1967,1.7,4.3,3.3656263,1.4,6.4,2.0909698,43.72852,2,0.004367,4.0651565,3.4785042,161.79552,"Sweden"
380,1968,2,1.9,3.6,1.7,4.3,3.3656263,42.46237,2,0.004762,4.088839,3.5274959,242.0355,"Sweden"
380,1969,1.7,2.7,5,2,1.9,3.6,43.51757,2,0.004986,4.1314397,3.5274959,230.64313,"Sweden"
380,1970,1.4,7,6.5,1.7,2.7,5,46.27839,2,0.00516,4.1748405,3.5425704,157.34653,"Sweden"
380,1971,2,7.4,0.9,1.4,7,6.5,48.77312,2,0.005982,4.2123876,3.5425704,185.33786,"Sweden"
380,1972,2,6,2.3,2,7.4,0.9,47.52033,2,0.006044,4.268965,3.5425704,251.85776,"Sweden"
380,1973,1.9,6.7,4,2,6,2.3,46.86441,2,0.008053,4.1705723,3.4728513,281.18646,"Sweden"
380,1974,1.5,9.9,3.2,1.9,6.7,4,52.04547,1,0.027017,4.2746973,3.4728513,41.63638,"Sweden"
380,1975,1.4,9.8,2.6,1.5,9.9,3.2,65.1786,1,0.029468,4.2497506,3.4728513,-19.55358,"Sweden"
380,1976,1.2,10.3,1.1,1.4,9.8,2.6,56.49882,1,0.031083,4.3289194,2.4625669,282.4941,"Sweden"
380,1977,1.2,11.4,-1.6,1.2,10.3,1.1,56.97875,1,0.034047,4.392342,2.4625669,205.12349,"Sweden"
380,1978,1.6,10,1.8,1.2,11.4,-1.6,56.4408,1,0.030771,4.3159614,2.689774,231.40727,"Sweden"
380,1979,1.5,7.2,3.8,1.6,10,1.8,55.41762,1,0.045256,4.356037,2.3343103,177.3364,"Sweden"
380,1980,1.4,13.7,1.7,1.5,7.2,3.8,61.8139,1,0.066078,4.3708997,2.3343103,74.17668,"Sweden"
380,1981,2.5,12.1,-0.3,1.4,13.7,1.7,61.51982,1,0.061124,4.4075365,2.6370137,104.5837,"Sweden"
380,1982,3.1,8.6,0.8,2.5,12.1,-0.3,60.16333,1,0.057274,4.42237,3.3503714,-18.049,"Sweden"
380,1983,3.5,8.9,2.4,3.1,8.6,0.8,64.76091,1,0.044233,4.058469,3.3503714,174.85446,"Sweden"
380,1984,3.1,8,3.4,3.5,8.9,2.4,68.5121,1,0.036722,4.091403,3.3503714,322.00687,"Sweden"
380,1985,2.8,7.4,2.2,3.1,8,3.4,68.25501,1,0.037887,4.1394653,3.3560243,238.89255,"Sweden"
380,1986,2.6,4.3,2.3,2.8,7.4,2.2,68.22753,1,0.017814,4.0909104,3.3560243,204.68259,"Sweden"
380,1987,1.9,4.2,2.9,2.6,4.3,2.3,62.7877,1,0.020466,4.1216507,3.3560243,213.4782,"Sweden"
380,1988,1.6,5.8,2.3,1.9,4.2,2.9,61.83354,1,0.015156,4.08035,3.5237274,278.25095,"Sweden"
380,1989,0.6847802,6.4,2.4,1.6,5.8,2.3,63.4549,1,0.015156,4.07972,3.5237274,209.40117,"Sweden"
380,1990,1.5075377,10.5,0.6,0.6847802,6.4,2.4,63.819324,1,0.015156,4.0662227,3.5237274,153.16638,"Sweden"
385,1966,0.8,3.3,3.7861464,1.1,5,5.285807,82.25382,2,0.002799,3.6015205,2.209971,444.17065,"Norway "
385,1967,0.8,4.4,6.2568583,0.8,3.3,3.7861464,83.08898,2,0.002729,3.603006,2.209971,307.42923,"Norway "
385,1968,1.1,3.5,2.3,0.8,4.4,6.2568583,85.66164,2,0.002994,3.6046076,2.209971,488.2713,"Norway "
385,1969,1,3.1,6.4,1.1,3.5,2.3,84.23661,2,0.002925,3.6113167,2.260847,446.45404,"Norway "
385,1970,0.8,10.6,6.7,1,3.1,6.4,82.44259,2,0.003564,3.6206076,2.260847,280.3048,"Norway "
385,1971,0.8,6.2,4.6,0.8,10.6,6.7,84.91699,2,0.003701,3.640286,3.267462,322.68457,"Norway "
385,1972,1.7,7.2,5.2,0.8,6.2,4.6,83.66345,2,0.003346,3.6538298,2.5484514,443.41632,"Norway "
385,1973,1.5,7.5,4.1,1.7,7.2,5.2,80.62762,2,0.004458,3.4661446,3.3955946,483.7657,"Norway "
385,1974,1.5,9.4,5.2,1.5,7.5,4.1,87.61421,1,0.014172,3.4977105,3.3955946,70.09137,"Norway "
385,1975,2.3,11.7,4.2,1.5,9.4,5.2,95.4297,1,-0.0036,3.4836292,3.3955946,-28.628912,"Norway "
385,1976,1.8,9.1,6.8,2.3,11.7,4.2,90.33502,1,-0.01165,3.5240781,3.3955946,451.6751,"Norway "
385,1977,1.5,9.1,3.6,1.8,9.1,6.8,91.72334,1,-0.00944,3.5370731,3.1770153,330.20404,"Norway "
385,1978,1.7,8.1,4.5,1.5,9.1,3.6,90.33905,1,-0.01669,3.49251,3.1770153,370.3901,"Norway "
385,1979,2,4.8,5.1,1.7,8.1,4.5,82.75804,1,-0.02816,3.5320337,3.1770153,264.82574,"Norway "
385,1980,1.7,10.9,4.2,2,4.8,5.1,85.70865,1,-0.07046,3.3832102,3.1770153,102.85038,"Norway "
385,1981,2,13.6,0.9,1.7,10.9,4.2,88.46642,1,-0.08273,3.439342,2.1169457,150.39293,"Norway "
385,1982,2.6,11.3,0.3,2,13.6,0.9,87.5138,1,-0.08613,3.454047,2.8359566,-26.25414,"Norway "
385,1983,3.3,8.4,3.9,2.6,11.3,0.3,85.11059,1,-0.10316,3.0748422,1.6776303,229.7986,"Norway "
385,1984,3.1,6.2,3.8,3.3,8.4,3.9,83.61769,1,-0.11781,3.0817614,1.6776303,393.00314,"Norway "
385,1985,2.6,5.7,5.3,3.1,6.2,3.8,85.50693,1,-0.1167,3.0448406,1.8924409,299.27423,"Norway "
385,1986,2,7.2,4.2,2.6,5.7,5.3,85.75997,1,-0.05159,3.0844865,3.050767,257.2799,"Norway "
385,1987,2.1,8.7,3.4,2,7.2,4.2,79.00841,1,-0.08986,3.1079173,3.050767,268.6286,"Norway "
385,1988,3.2,6.7,1.1,2.1,8.7,3.4,73.38462,1,-0.08212,3.0746033,3.050767,330.2308,"Norway "
385,1989,4.9187937,4.6,0.4,3.2,6.7,1.1,73.8637,1,-0.08212,3.0811734,2.849221,243.75021,"Norway "
385,1990,5.2287583,4.1,1.8,4.9187937,4.6,0.4,79.65617,1,-0.08212,2.9232442,1.8504657,191.17482,"Norway "
390,1966,2.3,6.7,2.7412403,2.4,7.5,4.5550656,62.28668,3,0.004386,3.8826265,2.9226346,336.34808,"Denmark"
390,1967,2.7,6.9,3.4212093,2.3,6.7,2.7412403,58.78237,3,0.004421,3.8942459,2.9226346,217.49478,"Denmark"
390,1968,5,8.6,3.8,2.7,6.9,3.4212093,56.86628,2,0.004791,3.9091315,1.6332748,324.1378,"Denmark"
390,1969,3.9,4.2,6.5,5,8.6,3.8,56.77313,2,0.005298,3.916059,1.6332748,300.89758,"Denmark"
390,1970,2.9,5.8,2.3,3.9,4.2,6.5,57.00761,2,0.005974,3.9365973,1.6332748,193.82588,"Denmark"
390,1971,3.7,5.8,2.7,2.9,5.8,2.3,58.80617,2,0.006882,4.0072956,2.982932,223.46346,"Denmark"
390,1972,3.6,6.6,5.3,3.7,5.8,2.7,57.03129,2,0.00731,4.0090704,2.982932,302.26584,"Denmark"
390,1973,2.4,9.3,3.6,3.6,6.6,5.3,53.59322,2,0.009184,4.028155,1.2961829,321.55933,"Denmark"
390,1974,5.2,15.3,-0.9,2.4,9.3,3.6,58.96134,1,0.03149,4.096746,1.2961829,47.169075,"Denmark"
390,1975,6,9.6,-0.7,5.2,15.3,-0.9,66.43667,1,0.031773,4.0727773,2.7888489,-19.931002,"Denmark"
390,1976,5.3,9,6.5,6,9.6,-0.7,61.09859,1,0.031442,4.156581,2.7888489,305.49295,"Denmark"
390,1977,6.4,11.1,1.6,5.3,9,6.5,62.33729,1,0.034451,4.2572894,3.067726,224.41425,"Denmark"
390,1978,7.3,10,1.5,6.4,11.1,1.6,61.26526,1,0.033684,4.168655,2.5881457,251.18756,"Denmark"
390,1979,6.1,9.6,3.5,7.3,10,1.5,57.73387,1,0.042601,4.268328,2.9923537,184.7484,"Denmark"
390,1980,6.9,12.3,-0.4,6.1,9.6,3.5,61.31303,1,0.060627,4.309025,2.9923537,73.57564,"Denmark"
390,1981,10.3,11.7,-0.9,6.9,12.3,-0.4,66.47386,1,0.055137,4.3417625,2.982932,113.00557,"Denmark"
390,1982,11,10.1,3,10.3,11.7,-0.9,72.36322,1,0.050544,4.3771787,1.7160354,-21.708967,"Denmark"
390,1983,11.4,6.9,2.1,11,10.1,3,71.87047,1,0.038257,4.0936694,1.7160354,194.05026,"Denmark"
390,1984,8.5,6.3,3.5,11.4,6.9,2.1,70.32415,1,0.03599,4.1452217,1.6180516,330.5235,"Denmark"
390,1985,7.3,4.7,4.3,8.5,6.3,3.5,72.59833,1,0.032321,4.2170124,1.6180516,254.09415,"Denmark"
390,1986,5.5,3.6,3.6,7.3,4.7,4.3,72.94829,1,0.012043,4.2460575,1.6180516,218.84486,"Denmark"
390,1987,6.9,4,-0.6,5.5,3.6,3.6,64.36702,1,0.014444,4.2258782,1.5859936,218.84787,"Denmark"
390,1988,7.2,4.6,-0.2,6.9,4,-0.6,61.44821,1,0.009885,4.0742145,1.4993405,276.51697,"Denmark"
390,1989,8.127822,4.8,0.8,7.2,4.6,-0.2,62.47343,0,0.009885,4.0164137,1.4993405,206.16232,"Denmark"
390,1990,8.310439,2.6,1.7,8.127822,4.8,0.8,61.4433,0,0.009885,4.0194607,1.4907124,147.46393,"Denmark"
740,1966,0.9,5.1,10.638276,0.8,5,5.8193884,20.64122,2,0.002849,2.2560585,0.82510686,111.46259,"Japan"
740,1967,1.3,4,11.082341,0.9,5.1,10.638276,20.5948,2,0.003094,2.252071,0.881636,76.20077,"Japan"
740,1968,1.2,5.3,12.8,1.3,4,11.082341,20.05519,2,0.003223,2.2484004,0.881636,114.314575,"Japan"
740,1969,1.1,5.2,12.3,1.2,5.3,12.8,20.08211,2,0.003398,2.2512126,0.70639575,106.43518,"Japan"
740,1970,1.2,7.7,9.8,1.1,5.2,12.3,20.59826,2,0.003639,2.2627308,0.70639575,70.03409,"Japan"
740,1971,1.2,6.1,4.2,1.2,7.7,9.8,21.5081,1,0.004632,2.2641437,0.70639575,81.73078,"Japan"
740,1972,1.4,4.5,8.4,1.2,6.1,4.2,21.95309,1,0.004926,2.2670546,1.0342646,116.35139,"Japan"
740,1973,1.3,11.7,7.9,1.4,4.5,8.4,20.1664,1,0.0072,2.2191124,1.0342646,120.998405,"Japan"
740,1974,1.4,24.5,-1.2,1.3,11.7,7.9,21.53925,1,0.025608,2.2047265,1.0342646,17.2314,"Japan"
740,1975,1.9,11.8,2.6,1.4,24.5,-1.2,29.91749,1,0.02473,2.199802,1.0342646,-8.975247,"Japan"
740,1976,2,9.3,4.8,1.9,11.8,2.6,27.42852,1,0.026686,2.2005014,0.9570081,137.14261,"Japan"
740,1977,2,8.1,5.3,2,9.3,4.8,28.03661,1,0.028022,2.1931205,0.9570081,100.93179,"Japan"
740,1978,2.2,3.8,5.1,2,8.1,5.3,26.11608,1,0.026625,2.1381674,0.9570081,107.07592,"Japan"
740,1979,2.1,3.6,5.2,2.2,3.8,5.1,22.00218,1,0.036379,2.1324198,1.1416699,70.406975,"Japan"
740,1980,2,8,4.4,2.1,3.6,5.2,26.31612,0,0.052913,2.3286817,0.88917315,31.579346,"Japan"
740,1981,2.2,4.9,3.9,2,8,4.4,31.21532,0,0.0517,2.3265452,0.88917315,53.066048,"Japan"
740,1982,2.4,2.7,2.8,2.2,4.9,3.9,32.51882,0,0.048203,2.3275754,0.88917315,-9.755647,"Japan"
740,1983,2.6,1.9,3.2,2.4,2.7,2.8,32.80608,0,0.04068,2.4219775,1.049339,88.576416,"Japan"
740,1984,2.7,2.2,5,2.6,1.9,3.2,29.7358,0,0.041442,2.416912,1.049339,139.75826,"Japan"
740,1985,2.6,2,4.7,2.7,2.2,5,30.6541,0,0.03471,1.9483343,1.049339,107.28935,"Japan"
740,1986,2.8,0.4,2.5,2.6,2,4.7,29.16159,0,0.014618,1.9422723,0.72900736,87.48477,"Japan"
740,1987,2.9,-0.2,4.4,2.8,0.4,2.5,21.90987,0,0.020932,1.9371102,0.72900736,74.49356,"Japan"
740,1988,2.5,0.5,5.7,2.9,-0.2,4.4,21.71235,0,0.016246,1.9860122,0.72900736,97.70558,"Japan"
740,1989,2.2647529,2.3,4.7,2.5,0.5,5.7,23.128798,0,0.016246,1.9799844,0.72900736,76.32503,"Japan"
740,1990,2.0989976,3.1,5.2,2.2647529,2.3,4.7,20.000303,0,0.016246,2.6403139,0.8646772,48.00073,"Japan"
